"","Released","Age","Gender","Employed","Records","Priority"
"3699","Yes",16,"M","Yes",1,"Common"
"3703","No",27,"M","No",4,"Common"
"3707","Yes",19,"M","Yes",0,"Common"
"3709","Yes",27,"M","Yes",0,"Common"
"3715","Yes",25,"M","Yes",2,"Common"
"3717","Yes",17,"M","Yes",0,"Common"
"3718","Yes",16,"M","Yes",0,"Common"
"3720","Yes",21,"M","Yes",0,"Common"
"3721","Yes",18,"M","Yes",0,"Common"
"3724","Yes",30,"M","Yes",0,"Common"
"3726","Yes",20,"M","Yes",2,"Common"
"3727","Yes",22,"M","Yes",0,"Common"
"3731","Yes",19,"M","Yes",1,"Common"
"3732","Yes",17,"M","No",1,"Common"
"3738","Yes",21,"M","Yes",0,"Common"
"3742","Yes",37,"F","No",2,"Common"
"3745","Yes",15,"M","Yes",2,"High Attendition"
"3748","Yes",38,"M","No",4,"Common"
"3750","Yes",28,"M","Yes",3,"Common"
"3752","No",18,"M","No",2,"Common"
"3754","Yes",16,"M","Yes",1,"Common"
"3755","Yes",13,"M","Yes",0,"Common"
"3757","Yes",21,"M","No",3,"Considerable Attention"
"3758","Yes",17,"M","Yes",1,"Common"
"3760","Yes",39,"M","Yes",2,"Common"
"3761","Yes",28,"M","No",0,"Common"
"3764","Yes",20,"M","Yes",2,"Common"
"3766","Yes",22,"M","Yes",3,"Common"
"3768","Yes",23,"M","No",4,"Common"
"3771","Yes",22,"M","Yes",2,"Common"
"3773","Yes",17,"M","Yes",0,"Common"
"3774","Yes",19,"M","Yes",0,"Common"
"3776","Yes",18,"M","Yes",2,"Common"
"3777","Yes",23,"M","No",0,"Common"
"3779","Yes",52,"F","No",3,"Common"
"3782","Yes",33,"M","Yes",0,"Common"
"3784","Yes",25,"M","Yes",0,"Common"
"3785","Yes",39,"M","Yes",2,"Common"
"3787","Yes",20,"M","Yes",1,"Common"
"3788","Yes",24,"M","Yes",0,"Common"
"3789","Yes",26,"M","Yes",5,"Common"
"3794","Yes",17,"M","Yes",1,"Common"
"3795","Yes",24,"F","Yes",0,"Common"
"3796","No",32,"M","No",3,"Common"
"3797","Yes",22,"M","Yes",0,"Common"
"3800","Yes",18,"M","Yes",2,"Common"
"3801","Yes",19,"M","Yes",4,"Considerable Attention"
"3803","Yes",32,"M","Yes",4,"Common"
"3804","Yes",21,"M","Yes",2,"Common"
"3805","Yes",25,"M","Yes",0,"Common"
"3809","No",39,"M","No",4,"Common"
"3812","Yes",23,"M","Yes",4,"Common"
"3815","Yes",16,"M","Yes",0,"Common"
"3821","Yes",13,"F","Yes",0,"Common"
"3825","No",21,"M","No",1,"Common"
"3833","Yes",17,"M","Yes",0,"Common"
"3834","No",19,"M","Yes",2,"Common"
"3837","Yes",15,"F","Yes",0,"Common"
"3838","Yes",32,"M","Yes",1,"Common"
"3839","No",16,"M","No",3,"High Attendition"
"3840","Yes",19,"M","Yes",0,"Common"
"3841","Yes",23,"M","Yes",0,"Common"
"3842","Yes",15,"M","No",2,"High Attendition"
"3845","Yes",19,"M","Yes",2,"Common"
"3847","Yes",19,"M","No",0,"Common"
"3848","Yes",26,"M","Yes",0,"Common"
"3851","Yes",20,"M","Yes",1,"Common"
"3852","Yes",36,"M","Yes",3,"Common"
"3853","Yes",20,"M","Yes",0,"Common"
"3855","Yes",27,"M","Yes",1,"Common"
"3863","Yes",23,"F","Yes",0,"Common"
"3864","No",19,"M","Yes",3,"Considerable Attention"
"3867","No",21,"M","Yes",1,"Common"
"3876","Yes",15,"M","Yes",0,"Common"
"3877","Yes",23,"M","Yes",1,"Common"
"3880","Yes",21,"M","Yes",0,"Common"
"3881","Yes",23,"M","Yes",2,"Common"
"3886","Yes",18,"F","Yes",0,"Common"
"3889","No",22,"M","Yes",4,"Common"
"3892","No",17,"M","Yes",3,"High Attendition"
"3893","Yes",19,"M","Yes",1,"Common"
"3894","No",16,"M","Yes",2,"High Attendition"
"3896","Yes",21,"M","No",2,"Common"
"3897","Yes",21,"M","No",0,"Common"
"3900","Yes",38,"M","Yes",3,"Common"
"3902","Yes",18,"M","Yes",0,"Common"
"3905","Yes",19,"M","Yes",3,"Considerable Attention"
"3906","Yes",20,"M","Yes",2,"Common"
"3907","Yes",16,"M","Yes",4,"High Attendition"
"3912","Yes",18,"M","Yes",0,"Common"
"3913","Yes",22,"M","No",3,"Common"
"3914","Yes",17,"M","Yes",4,"High Attendition"
"3917","Yes",35,"M","Yes",3,"Common"
"3918","Yes",19,"F","Yes",1,"Common"
"3920","Yes",16,"M","Yes",2,"High Attendition"
"3921","Yes",19,"M","No",3,"Considerable Attention"
"3922","Yes",24,"M","Yes",1,"Common"
"3924","Yes",13,"M","Yes",0,"Common"
"3926","Yes",17,"M","Yes",0,"Common"
"3931","Yes",18,"M","Yes",2,"Common"
"3932","Yes",33,"M","No",3,"Common"
"3935","Yes",25,"M","No",0,"Common"
"3937","Yes",16,"M","Yes",1,"Common"
"3938","Yes",27,"M","Yes",0,"Common"
"3939","Yes",17,"M","Yes",0,"Common"
"3940","Yes",33,"M","Yes",0,"Common"
"3942","Yes",17,"M","Yes",1,"Common"
"3944","Yes",22,"M","Yes",0,"Common"
"3946","Yes",22,"M","Yes",2,"Common"
"3952","Yes",23,"M","No",2,"Common"
"3953","No",35,"M","Yes",2,"Common"
"3954","Yes",19,"M","Yes",2,"Common"
"3955","Yes",18,"M","Yes",1,"Common"
"3959","Yes",40,"M","Yes",2,"Common"
"3962","Yes",22,"M","No",4,"Common"
"3964","Yes",19,"M","No",1,"Common"
"3966","Yes",19,"M","Yes",1,"Common"
"3967","Yes",23,"M","Yes",1,"Common"
"3968","Yes",15,"M","Yes",0,"Common"
"3971","No",22,"M","No",0,"Common"
"3972","Yes",15,"M","Yes",0,"Common"
"3973","Yes",37,"M","Yes",2,"Common"
"3974","Yes",22,"M","Yes",0,"Common"
"3981","Yes",22,"M","No",4,"Common"
"3982","Yes",23,"M","Yes",3,"Common"
"3985","Yes",53,"M","Yes",0,"Common"
"3987","Yes",30,"M","No",3,"Common"
"3992","Yes",21,"F","Yes",1,"Common"
"3997","Yes",25,"M","No",1,"Common"
"3998","Yes",42,"M","No",3,"Common"
"4001","Yes",25,"F","Yes",2,"Common"
"4003","Yes",20,"M","Yes",1,"Common"
"4004","Yes",18,"M","No",0,"Common"
"4005","Yes",19,"M","Yes",1,"Common"
"4007","Yes",31,"M","Yes",2,"Common"
"4010","No",24,"M","Yes",2,"Common"
"4011","Yes",24,"M","No",0,"Common"
"4012","No",39,"M","No",4,"Common"
"4013","Yes",18,"M","Yes",0,"Common"
"4017","Yes",17,"M","Yes",1,"Common"
"4018","No",38,"M","Yes",4,"Common"
"4025","No",17,"M","Yes",3,"High Attendition"
"4028","Yes",36,"M","Yes",0,"Common"
"4031","Yes",42,"M","No",3,"Common"
"4033","Yes",17,"M","Yes",0,"Common"
"4036","Yes",35,"M","No",3,"Common"
"4039","No",19,"M","Yes",0,"Common"
"4043","Yes",19,"M","Yes",3,"Considerable Attention"
"4044","No",19,"M","Yes",4,"Considerable Attention"
"4045","Yes",20,"M","Yes",1,"Common"
"4048","Yes",21,"M","Yes",0,"Common"
"4054","Yes",18,"M","Yes",1,"Common"
"4057","Yes",23,"M","Yes",4,"Common"
"4061","Yes",38,"M","Yes",2,"Common"
"4062","No",19,"M","Yes",0,"Common"
"4064","No",18,"M","Yes",5,"Common"
"4065","Yes",18,"M","Yes",1,"Common"
"4068","Yes",25,"M","Yes",3,"Common"
"4072","Yes",16,"M","Yes",1,"Common"
"4073","Yes",22,"M","Yes",3,"Common"
"4074","Yes",27,"M","Yes",3,"Common"
"4076","Yes",32,"M","Yes",1,"Common"
"4077","Yes",22,"M","Yes",3,"Common"
"4078","Yes",24,"M","Yes",1,"Common"
"4080","Yes",18,"M","Yes",1,"Common"
"4082","Yes",27,"M","Yes",3,"Common"
"4084","Yes",19,"M","Yes",0,"Common"
"4091","Yes",25,"M","Yes",0,"Common"
"4093","Yes",18,"M","Yes",0,"Common"
"4094","No",45,"M","No",1,"Common"
"4100","No",16,"M","Yes",3,"High Attendition"
"4101","No",26,"F","No",2,"Common"
"4102","Yes",32,"M","Yes",0,"Common"
"4104","Yes",35,"M","Yes",4,"Common"
"4108","No",13,"F","Yes",1,"Common"
"4109","Yes",25,"M","Yes",0,"Common"
"4110","No",35,"M","Yes",2,"Common"
"4112","Yes",19,"M","Yes",1,"Common"
"4115","Yes",23,"M","Yes",0,"Common"
"4116","Yes",40,"M","Yes",2,"Common"
"4117","Yes",19,"M","Yes",0,"Common"
"4119","Yes",39,"M","Yes",3,"Common"
"4122","Yes",39,"M","Yes",2,"Common"
"4123","Yes",30,"M","No",3,"Common"
"4126","No",21,"M","Yes",0,"Common"
"4128","No",29,"M","Yes",1,"Common"
"4130","Yes",18,"M","Yes",1,"Common"
"4131","Yes",37,"M","No",4,"Common"
"4133","Yes",23,"M","Yes",0,"Common"
"4134","Yes",17,"M","Yes",2,"High Attendition"
"4135","Yes",21,"M","Yes",1,"Common"
"4136","No",29,"M","Yes",5,"Common"
"4137","Yes",21,"M","Yes",2,"Common"
"4138","Yes",18,"M","Yes",2,"Common"
"4140","Yes",32,"M","Yes",5,"Common"
"4141","Yes",36,"M","Yes",3,"Common"
"4143","Yes",41,"M","No",0,"Common"
"4145","Yes",26,"M","Yes",3,"Common"
"4147","Yes",19,"M","No",3,"Considerable Attention"
"4149","Yes",22,"M","Yes",2,"Common"
"4150","No",23,"M","Yes",1,"Common"
"4156","Yes",22,"M","Yes",0,"Common"
"4158","Yes",15,"M","Yes",0,"Common"
"4160","Yes",22,"M","Yes",0,"Common"
"4163","Yes",24,"M","Yes",2,"Common"
"4165","Yes",20,"M","Yes",4,"Considerable Attention"
"4166","Yes",21,"M","Yes",3,"Considerable Attention"
"4170","Yes",29,"M","Yes",2,"Common"
"4171","Yes",18,"M","Yes",4,"Common"
"4173","Yes",20,"M","Yes",1,"Common"
"4175","Yes",18,"M","Yes",0,"Common"
"4176","Yes",25,"M","Yes",0,"Common"
"4177","Yes",22,"M","Yes",3,"Common"
"4178","Yes",19,"M","Yes",0,"Common"
"4179","Yes",35,"M","Yes",0,"Common"
"4181","Yes",28,"M","Yes",0,"Common"
"4184","Yes",17,"M","No",2,"High Attendition"
"4185","Yes",18,"M","Yes",3,"Common"
"4188","Yes",20,"M","No",3,"Considerable Attention"
"4197","Yes",23,"M","No",0,"Common"
"4198","No",22,"M","Yes",4,"Common"
"4201","No",33,"M","No",3,"Common"
"4202","No",47,"F","No",1,"Common"
"4209","Yes",18,"M","Yes",0,"Common"
"4210","Yes",17,"M","Yes",0,"Common"
"4211","Yes",23,"M","Yes",1,"Common"
"4213","Yes",21,"M","No",3,"Considerable Attention"
"4218","Yes",29,"F","Yes",3,"Common"
"4219","Yes",27,"M","Yes",1,"Common"
"4221","Yes",30,"M","Yes",3,"Common"
"4222","Yes",17,"M","Yes",1,"Common"
"4224","Yes",25,"M","Yes",3,"Common"
"4226","Yes",21,"M","Yes",0,"Common"
"4227","Yes",22,"M","Yes",1,"Common"
"4228","Yes",18,"M","Yes",0,"Common"
"4230","Yes",17,"M","Yes",0,"Common"
"4232","Yes",28,"M","Yes",3,"Common"
"4235","Yes",24,"M","No",4,"Common"
"4238","Yes",15,"M","Yes",1,"Common"
"4239","Yes",21,"M","No",1,"Common"
"4241","Yes",21,"M","Yes",0,"Common"
"4242","Yes",18,"M","Yes",0,"Common"
"4245","Yes",22,"M","Yes",0,"Common"
"4246","Yes",32,"M","No",2,"Common"
"4247","Yes",26,"M","Yes",0,"Common"
"4251","Yes",18,"M","Yes",0,"Common"
"4253","Yes",33,"M","Yes",3,"Common"
"4254","Yes",24,"M","Yes",2,"Common"
"4257","Yes",15,"M","Yes",1,"Common"
"4270","Yes",19,"M","Yes",3,"Considerable Attention"
"4271","Yes",45,"M","Yes",0,"Common"
"4274","Yes",16,"M","Yes",4,"High Attendition"
"4275","Yes",43,"F","No",4,"Common"
"4280","Yes",37,"M","No",3,"Common"
"4283","Yes",25,"M","Yes",2,"Common"
"4284","Yes",20,"M","Yes",2,"Common"
"4287","Yes",17,"M","Yes",2,"High Attendition"
"4293","Yes",43,"M","No",3,"Common"
"4294","Yes",35,"M","Yes",2,"Common"
"4296","Yes",15,"M","Yes",0,"Common"
"4297","Yes",14,"M","Yes",2,"High Attendition"
"4299","Yes",23,"M","Yes",0,"Common"
"4306","Yes",18,"M","Yes",0,"Common"
"4308","Yes",23,"M","Yes",0,"Common"
"4310","Yes",16,"M","Yes",0,"Common"
"4312","Yes",20,"M","No",0,"Common"
"4314","Yes",18,"M","Yes",0,"Common"
"4315","Yes",18,"M","Yes",0,"Common"
"4316","Yes",20,"M","No",1,"Common"
"4320","Yes",16,"M","Yes",0,"Common"
"4321","Yes",17,"M","Yes",0,"Common"
"4322","Yes",17,"M","No",1,"Common"
"4325","Yes",21,"M","Yes",0,"Common"
"4330","Yes",20,"M","Yes",1,"Common"
"4331","Yes",18,"M","Yes",0,"Common"
"4338","Yes",16,"M","Yes",1,"Common"
"4342","Yes",23,"M","Yes",2,"Common"
"4343","Yes",19,"M","Yes",1,"Common"
"4349","Yes",16,"M","Yes",0,"Common"
"4351","Yes",50,"M","Yes",3,"Common"
"4355","Yes",26,"M","Yes",1,"Common"
"4357","Yes",25,"M","Yes",2,"Common"
"4359","Yes",29,"M","Yes",3,"Common"
"4360","Yes",16,"F","Yes",0,"Common"
"4363","Yes",23,"M","Yes",3,"Common"
"4367","No",18,"M","No",4,"Common"
"4369","Yes",25,"M","Yes",0,"Common"
"4370","Yes",24,"M","Yes",4,"Common"
"4375","Yes",44,"M","No",0,"Common"
"4376","No",18,"M","No",0,"Common"
"4377","No",18,"M","Yes",3,"Common"
"4379","Yes",29,"M","Yes",0,"Common"
"4382","Yes",38,"F","Yes",0,"Common"
"4384","Yes",16,"M","Yes",0,"Common"
"4387","Yes",20,"M","Yes",0,"Common"
"4388","Yes",19,"M","Yes",2,"Common"
"4390","Yes",18,"M","No",2,"Common"
"4392","Yes",19,"M","Yes",0,"Common"
"4394","Yes",22,"M","Yes",0,"Common"
"4395","Yes",25,"M","No",2,"Common"
"4396","Yes",31,"M","Yes",3,"Common"
"4397","Yes",22,"M","Yes",2,"Common"
"4398","Yes",31,"M","Yes",2,"Common"
"4399","Yes",24,"M","Yes",0,"Common"
"4400","Yes",20,"M","Yes",3,"Considerable Attention"
"4401","Yes",31,"M","Yes",0,"Common"
"4402","Yes",23,"M","Yes",0,"Common"
"4403","Yes",18,"M","Yes",0,"Common"
"4406","Yes",18,"M","Yes",3,"Common"
"4407","Yes",19,"M","Yes",1,"Common"
"4411","Yes",16,"F","Yes",0,"Common"
"4414","No",31,"M","Yes",3,"Common"
"4415","No",35,"M","Yes",3,"Common"
"4417","Yes",33,"M","Yes",0,"Common"
"4419","Yes",27,"M","Yes",1,"Common"
"4420","Yes",23,"M","Yes",0,"Common"
"4423","Yes",20,"M","Yes",0,"Common"
"4427","Yes",37,"M","Yes",2,"Common"
"4428","Yes",20,"M","Yes",1,"Common"
"4431","No",34,"M","Yes",4,"Common"
"4436","Yes",18,"F","Yes",0,"Common"
"4437","Yes",22,"M","Yes",0,"Common"
"4439","Yes",22,"M","Yes",0,"Common"
"4441","Yes",22,"M","Yes",4,"Common"
"4442","Yes",22,"M","Yes",6,"Common"
"4444","Yes",23,"M","Yes",1,"Common"
"4446","Yes",24,"F","No",2,"Common"
"4448","Yes",23,"M","Yes",0,"Common"
"4452","No",26,"M","Yes",4,"Common"
"4453","Yes",22,"M","Yes",0,"Common"
"4455","Yes",48,"M","Yes",2,"Common"
"4456","Yes",25,"M","Yes",0,"Common"
"4457","Yes",28,"M","No",0,"Common"
"4458","Yes",22,"F","Yes",0,"Common"
"4461","No",13,"M","Yes",3,"High Attendition"
"4467","No",17,"M","Yes",3,"High Attendition"
"4469","No",51,"M","No",1,"Common"
"4472","Yes",16,"M","Yes",0,"Common"
"4473","Yes",17,"M","No",0,"Common"
"4474","Yes",22,"M","Yes",4,"Common"
"4475","Yes",42,"M","Yes",3,"Common"
"4476","Yes",19,"M","Yes",3,"Considerable Attention"
"4481","Yes",20,"F","No",0,"Common"
"4482","Yes",21,"F","Yes",0,"Common"
"4484","Yes",20,"M","Yes",1,"Common"
"4485","Yes",18,"M","Yes",0,"Common"
"4487","No",20,"M","No",0,"Common"
"4490","Yes",44,"M","Yes",0,"Common"
"4491","Yes",24,"M","Yes",0,"Common"
"4492","Yes",21,"M","Yes",1,"Common"
"4493","Yes",29,"M","Yes",1,"Common"
"4495","Yes",21,"M","Yes",4,"Considerable Attention"
"4497","Yes",33,"M","Yes",0,"Common"
"4501","Yes",22,"M","Yes",3,"Common"
"4503","Yes",22,"M","Yes",3,"Common"
"4507","Yes",26,"M","Yes",0,"Common"
"4508","Yes",14,"M","Yes",2,"High Attendition"
"4511","No",33,"M","Yes",4,"Common"
"4512","No",23,"M","Yes",5,"Common"
"4513","Yes",17,"M","Yes",0,"Common"
"4514","Yes",17,"M","Yes",1,"Common"
"4515","Yes",34,"F","Yes",0,"Common"
"4516","Yes",28,"M","No",3,"Common"
"4518","Yes",45,"M","Yes",1,"Common"
"4519","No",27,"M","Yes",0,"Common"
"4521","Yes",43,"M","Yes",0,"Common"
"4527","No",22,"M","No",6,"Common"
"4529","Yes",33,"M","Yes",3,"Common"
"4530","Yes",26,"M","Yes",0,"Common"
"4531","Yes",18,"M","Yes",0,"Common"
"4535","Yes",20,"M","Yes",0,"Common"
"4537","Yes",16,"M","Yes",0,"Common"
"4538","Yes",24,"M","Yes",0,"Common"
"4541","Yes",17,"M","Yes",0,"Common"
"4543","Yes",28,"M","Yes",1,"Common"
"4546","Yes",15,"M","Yes",1,"Common"
"4548","No",15,"M","Yes",1,"Common"
"4550","Yes",19,"M","Yes",2,"Common"
"4551","Yes",17,"M","Yes",1,"Common"
"4552","Yes",23,"M","Yes",0,"Common"
"4554","Yes",18,"F","Yes",0,"Common"
"4555","Yes",17,"M","Yes",2,"High Attendition"
"4558","Yes",34,"M","Yes",2,"Common"
"4560","Yes",20,"M","Yes",1,"Common"
"4561","Yes",20,"M","Yes",3,"Considerable Attention"
"4562","Yes",22,"M","Yes",2,"Common"
"4565","No",22,"M","Yes",2,"Common"
"4566","Yes",20,"M","Yes",3,"Considerable Attention"
"4569","Yes",15,"M","Yes",1,"Common"
"4570","Yes",19,"M","No",1,"Common"
"4572","Yes",27,"M","No",3,"Common"
"4575","Yes",23,"M","Yes",4,"Common"
"4576","Yes",17,"M","Yes",0,"Common"
"4579","Yes",25,"M","Yes",1,"Common"
"4581","Yes",27,"M","Yes",0,"Common"
"4583","Yes",24,"M","Yes",0,"Common"
"4584","Yes",19,"M","Yes",0,"Common"
"4586","Yes",23,"M","No",0,"Common"
"4587","Yes",19,"M","Yes",0,"Common"
"4588","Yes",36,"M","Yes",0,"Common"
"4593","No",21,"M","Yes",4,"Considerable Attention"
"4595","No",24,"M","Yes",4,"Common"
"4596","Yes",49,"M","No",3,"Common"
"4601","Yes",18,"M","Yes",2,"Common"
"4603","Yes",17,"M","Yes",3,"High Attendition"
"4604","Yes",17,"M","Yes",1,"Common"
"4610","Yes",28,"M","Yes",4,"Common"
"4611","Yes",19,"M","Yes",0,"Common"
"4612","Yes",16,"F","Yes",0,"Common"
"4613","Yes",18,"M","Yes",1,"Common"
"4614","Yes",22,"F","No",3,"Common"
"4615","Yes",21,"M","Yes",0,"Common"
"4616","Yes",35,"M","Yes",0,"Common"
"4617","Yes",18,"M","Yes",0,"Common"
"4619","Yes",21,"M","No",1,"Common"
"4620","Yes",23,"M","No",3,"Common"
"4625","Yes",14,"M","Yes",0,"Common"
"4628","Yes",17,"M","Yes",3,"High Attendition"
"4629","Yes",18,"M","Yes",1,"Common"
"4630","Yes",18,"M","Yes",1,"Common"
"4631","Yes",40,"M","No",2,"Common"
"4632","Yes",58,"M","No",3,"Common"
"4633","Yes",25,"M","Yes",1,"Common"
"4634","Yes",18,"M","Yes",0,"Common"
"4637","Yes",25,"M","Yes",4,"Common"
"4639","Yes",21,"M","Yes",0,"Common"
"4643","Yes",17,"M","Yes",1,"Common"
"4649","Yes",22,"M","Yes",0,"Common"
"4650","Yes",20,"F","Yes",0,"Common"
"4654","Yes",37,"M","Yes",0,"Common"
"4655","Yes",17,"M","Yes",1,"Common"
"4656","Yes",17,"M","Yes",0,"Common"
"4661","Yes",37,"M","Yes",2,"Common"
"4662","Yes",46,"M","Yes",0,"Common"
"4665","Yes",26,"M","Yes",4,"Common"
"4668","Yes",23,"M","No",3,"Common"
"4669","Yes",17,"M","No",0,"Common"
"4670","Yes",45,"M","Yes",3,"Common"
"4672","Yes",19,"M","Yes",0,"Common"
"4676","Yes",30,"M","Yes",0,"Common"
"4679","Yes",17,"M","Yes",1,"Common"
"4680","Yes",17,"M","Yes",0,"Common"
"4682","Yes",15,"M","Yes",1,"Common"
"4683","Yes",32,"M","No",4,"Common"
"4685","No",41,"M","Yes",2,"Common"
"4691","Yes",21,"M","Yes",0,"Common"
"4696","Yes",15,"M","Yes",4,"High Attendition"
"4699","Yes",30,"M","Yes",2,"Common"
"4703","No",16,"M","No",4,"High Attendition"
"4706","Yes",18,"M","Yes",0,"Common"
"4707","Yes",18,"M","Yes",0,"Common"
"4709","Yes",17,"M","Yes",0,"Common"
"4714","Yes",22,"M","No",4,"Common"
"4718","Yes",48,"M","Yes",4,"Common"
"4719","No",15,"M","Yes",1,"Common"
"4723","No",37,"M","Yes",6,"Common"
"4726","No",41,"M","No",4,"Common"
"4727","Yes",18,"M","No",1,"Common"
"4728","Yes",18,"M","Yes",1,"Common"
"4729","No",45,"M","No",1,"Common"
"4731","No",32,"M","Yes",3,"Common"
"4733","Yes",19,"M","Yes",3,"Considerable Attention"
"4736","Yes",14,"M","Yes",1,"Common"
"4738","Yes",20,"F","Yes",1,"Common"
"4739","Yes",14,"M","Yes",1,"Common"
"4749","Yes",23,"M","Yes",0,"Common"
"4752","Yes",20,"M","Yes",0,"Common"
"4753","Yes",18,"M","Yes",1,"Common"
"4754","Yes",22,"M","Yes",2,"Common"
"4755","Yes",16,"M","Yes",2,"High Attendition"
"4756","No",17,"M","Yes",5,"High Attendition"
"4757","Yes",44,"F","No",0,"Common"
"4758","No",16,"M","No",4,"High Attendition"
"4760","No",21,"M","Yes",4,"Considerable Attention"
"4764","No",24,"M","No",1,"Common"
"4766","Yes",18,"M","No",2,"Common"
"4767","Yes",24,"M","Yes",1,"Common"
"4768","Yes",30,"M","Yes",3,"Common"
"4770","Yes",18,"M","No",0,"Common"
"4771","Yes",23,"M","Yes",4,"Common"
"4772","Yes",32,"M","Yes",0,"Common"
"4773","Yes",27,"M","No",0,"Common"
"4774","Yes",17,"F","Yes",0,"Common"
"4776","Yes",36,"M","Yes",3,"Common"
"4777","Yes",19,"M","Yes",0,"Common"
"4779","No",40,"M","Yes",0,"Common"
"4780","Yes",17,"M","Yes",5,"High Attendition"
"4781","Yes",38,"F","Yes",2,"Common"
"4782","Yes",39,"M","Yes",3,"Common"
"4785","Yes",29,"M","Yes",0,"Common"
"4786","Yes",28,"M","No",2,"Common"
"4787","Yes",19,"M","Yes",2,"Common"
"4790","Yes",18,"M","Yes",0,"Common"
"4792","No",24,"M","Yes",3,"Common"
"4793","Yes",31,"M","No",1,"Common"
"4796","No",26,"M","Yes",4,"Common"
"4804","Yes",18,"F","Yes",0,"Common"
"4806","Yes",28,"M","Yes",2,"Common"
"4807","Yes",21,"M","Yes",1,"Common"
"4812","No",14,"M","Yes",1,"Common"
"4815","Yes",44,"M","Yes",0,"Common"
"4819","Yes",18,"M","No",3,"Common"
"4821","Yes",20,"M","Yes",1,"Common"
"4823","Yes",18,"F","Yes",0,"Common"
"4824","Yes",20,"M","Yes",2,"Common"
"4825","Yes",16,"M","No",2,"High Attendition"
"4826","Yes",23,"M","Yes",2,"Common"
"4827","Yes",21,"M","Yes",2,"Common"
"4828","Yes",19,"M","Yes",3,"Considerable Attention"
"4829","Yes",19,"M","Yes",0,"Common"
"4832","Yes",29,"M","Yes",1,"Common"
"4834","Yes",25,"M","Yes",1,"Common"
"4835","Yes",17,"M","No",3,"High Attendition"
"4836","No",33,"M","Yes",3,"Common"
"4837","Yes",14,"M","Yes",2,"High Attendition"
"4838","Yes",19,"M","Yes",2,"Common"
"4839","No",25,"M","Yes",2,"Common"
"4840","Yes",31,"M","Yes",2,"Common"
"4841","Yes",21,"M","Yes",0,"Common"
"4842","Yes",21,"M","No",1,"Common"
"4845","Yes",33,"M","Yes",3,"Common"
"4846","Yes",23,"M","Yes",0,"Common"
"4847","Yes",21,"F","Yes",0,"Common"
"4848","Yes",21,"M","Yes",3,"Considerable Attention"
"4851","Yes",15,"M","Yes",1,"Common"
"4855","Yes",18,"M","Yes",3,"Common"
"4858","Yes",20,"M","Yes",1,"Common"
"4861","No",23,"M","No",3,"Common"
"4862","Yes",15,"M","Yes",0,"Common"
"4863","No",23,"M","No",4,"Common"
"4864","Yes",18,"M","No",0,"Common"
"4865","No",20,"M","Yes",4,"Considerable Attention"
"4866","Yes",19,"M","Yes",0,"Common"
"4871","No",21,"M","Yes",2,"Common"
"4872","Yes",19,"M","Yes",0,"Common"
"4873","No",26,"M","No",3,"Common"
"4876","No",23,"M","No",4,"Common"
"4881","Yes",20,"M","No",0,"Common"
"4882","Yes",19,"M","Yes",1,"Common"
"4885","Yes",44,"M","Yes",0,"Common"
"4887","Yes",21,"M","Yes",2,"Common"
"4890","Yes",37,"M","Yes",4,"Common"
"4894","No",35,"M","Yes",3,"Common"
"4895","Yes",20,"M","Yes",0,"Common"
"4899","Yes",31,"M","Yes",0,"Common"
"4900","Yes",19,"M","Yes",4,"Considerable Attention"
"4902","No",16,"M","Yes",1,"Common"
"4903","Yes",19,"M","Yes",3,"Considerable Attention"
"4904","Yes",18,"M","Yes",1,"Common"
"4907","Yes",17,"F","Yes",4,"High Attendition"
"4914","No",24,"M","Yes",3,"Common"
"4915","Yes",15,"M","Yes",1,"Common"
"4917","No",21,"M","No",5,"Considerable Attention"
"4919","Yes",19,"M","Yes",4,"Considerable Attention"
"4922","Yes",24,"M","Yes",0,"Common"
"4923","Yes",41,"M","Yes",0,"Common"
"4926","Yes",29,"M","No",0,"Common"
"4927","Yes",17,"M","Yes",2,"High Attendition"
"4929","Yes",36,"M","Yes",0,"Common"
"4930","Yes",17,"M","Yes",0,"Common"
"4934","Yes",30,"M","Yes",0,"Common"
"4936","Yes",23,"M","No",3,"Common"
"4937","Yes",33,"M","Yes",0,"Common"
"4938","Yes",27,"M","Yes",2,"Common"
"4939","Yes",21,"M","Yes",1,"Common"
"4941","Yes",37,"M","Yes",3,"Common"
"4942","Yes",15,"M","Yes",3,"High Attendition"
"4944","Yes",18,"M","Yes",0,"Common"
"4946","Yes",18,"M","Yes",2,"Common"
"4951","Yes",32,"F","No",0,"Common"
"4952","Yes",15,"M","Yes",0,"Common"
"4954","Yes",55,"M","Yes",2,"Common"
"4955","No",41,"F","No",4,"Common"
"4957","Yes",28,"M","Yes",0,"Common"
"4958","Yes",18,"M","Yes",3,"Common"
"4960","Yes",27,"M","Yes",2,"Common"
"4967","Yes",20,"M","Yes",0,"Common"
"4972","Yes",21,"M","Yes",0,"Common"
"4973","Yes",20,"M","Yes",0,"Common"
"4975","Yes",19,"M","No",2,"Common"
"4977","No",15,"M","Yes",1,"Common"
"4978","No",44,"M","Yes",3,"Common"
"4979","Yes",18,"M","Yes",0,"Common"
"4981","Yes",20,"M","No",4,"Considerable Attention"
"4982","No",22,"M","No",0,"Common"
"4983","Yes",28,"M","No",0,"Common"
"4985","Yes",19,"M","Yes",4,"Considerable Attention"
"4987","Yes",17,"M","Yes",2,"High Attendition"
